학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000008347,서운중학교,중학교,1982-05-01,공립,본교,운영,서울특별시 서초구 서초동 1325-1,서울특별시 서초구 서운로 115,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49394851,127.0245382,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008160,신도림중학교,중학교,1984-05-06,공립,본교,운영,서울특별시 구로구 신도림동 311-1,서울특별시 구로구 경인로63길 74,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.51074073,126.8848071,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008088,전농중학교,중학교,1968-03-09,공립,본교,운영,서울특별시 동대문구 전농동 58-1,서울특별시 동대문구 사가정로13길 71,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58204428,127.0592794,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008330,염창중학교,중학교,1984-05-17,공립,본교,운영,서울특별시 강서구 염창동 85,서울특별시 강서구 양천로67가길 83,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.55426407,126.8717473,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008367,신구중학교,중학교,1988-04-25,공립,본교,운영,서울특별시 강남구 신사동 621,서울특별시 강남구 압구정로36길 17,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.52744229,127.0316727,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50150661,127.1362653,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.53420937,126.9545934,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008399,인헌중학교,중학교,1971-05-20,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.47269621,126.9688402,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008352,세화여자중학교,중학교,1978-05-06,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.501983,126.99423,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008177,안천중학교,중학교,1991-06-05,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.45952426,126.8874988,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008318,봉영여자중학교,중학교,1951-10-08,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.50921598,126.8601984,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008319,등명중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.56019335,126.8433041,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008368,압구정중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 강남구 압구정동 471,서울특별시 강남구 압구정로 225,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.53024224,127.0330027,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008143,이화여자대학교사범대학부속이화·금란중학교,중학교,1955-04-08,사립,본교,운영,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 520,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.562643,126.9444886,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008398,관악중학교,중학교,1982-04-30,공립,본교,운영,서울특별시 관악구 봉천동 100-569,서울특별시 관악구 남부순환로237길 60,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.48125828,126.9619123,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008401,신림중학교,중학교,1972-05-13,공립,본교,운영,서울특별시 관악구 신림동 133,서울특별시 관악구 신림로 40,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.47032734,126.946004,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008266,거원중학교,중학교,1998-04-06,공립,본교,운영,서울특별시 송파구 거여동 296,서울특별시 송파구 양산로2길 30,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.48772386,127.1465491,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008410,무학중학교,중학교,1968-10-01,공립,본교,운영,서울특별시 성동구 행당동 322-1,서울특별시 성동구 행당로 120,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.55768336,127.0319746,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008339,등촌중학교,중학교,1981-01-30,사립,본교,운영,서울특별시 강서구 등촌동 산36-4,서울특별시 강서구 공항대로 484-12,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.55248221,126.8592148,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008313,목동중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.5209572,126.871463,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008238,중앙중학교,중학교,1908-06-20,사립,본교,운영,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.58378822,126.9874726,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008237,상명대학교사범대학부속여자중학교,중학교,1966-11-17,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.60410891,126.9551595,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000025291,송례중학교,중학교,2014-05-01,공립,본교,운영,서울특별시 송파구 장지동 393,서울특별시 송파구 위례순환로 429,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.47783301,127.139741,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008258,오륜중학교,중학교,1989-04-18,공립,본교,운영,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.51632395,127.1389238,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008326,송정중학교,중학교,1991-05-16,공립,본교,운영,서울특별시 강서구 공항동 768-1,서울특별시 강서구 남부순환로 121,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.55315807,126.8152436,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008245,대경중학교,중학교,1956-04-16,사립,본교,운영,서울특별시 중구 신당동 333-579,서울특별시 중구 매봉18길 111,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.55637326,127.0169792,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008120,연신중학교,중학교,1982-01-07,공립,본교,운영,서울특별시 은평구 불광동 400-4,서울특별시 은평구 연서로33길 16-32,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.62353926,126.9242879,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008418,옥정중학교,중학교,1984-05-11,공립,본교,운영,서울특별시 성동구 옥수동 227,서울특별시 성동구 한림말길 11,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.54167037,127.0129832,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008252,배문중학교,중학교,1954-05-22,사립,본교,운영,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.54991872,126.9639041,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008201,창북중학교,중학교,1987-05-07,공립,본교,운영,서울특별시 도봉구 창동 683-15,서울특별시 도봉구 노해로62길 33,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64911577,127.0388329,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008292,강일중학교,중학교,1983-04-15,공립,본교,운영,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.5553497,127.138259,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008382,상도중학교,중학교,1968-10-23,공립,본교,운영,서울특별시 동작구 사당동 181-20,서울특별시 동작구 사당로2가길 72,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.4909219,126.9614756,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008308,신원중학교,중학교,1986-05-02,공립,본교,운영,서울특별시 양천구 신월동 43-4,서울특별시 양천구 가로공원로55길 19,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.5370925,126.8248419,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008206,하계중학교,중학교,1983-05-04,공립,본교,운영,서울특별시 노원구 하계동 231-4,서울특별시 노원구 노원로 261-8,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64136991,127.0723336,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008314,금옥중학교,중학교,1981-05-02,공립,본교,운영,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.51096532,126.8439717,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008332,화원중학교,중학교,1996-05-06,공립,본교,운영,서울특별시 강서구 화곡동 351-94,서울특별시 강서구 강서로17나길 86,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.53621409,126.842416,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008342,경원중학교,중학교,1981-03-01,공립,본교,운영,서울특별시 서초구 잠원동 66-1,서울특별시 서초구 신반포로33길 39,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.5115816,127.0090183,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008281,정신여자중학교,중학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50945384,127.0738473,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008087,전일중학교,중학교,1974-10-02,공립,본교,운영,서울특별시 동대문구 전농동 60-1,서울특별시 동대문구 사가정로13길 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.58250018,127.0583795,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008343,원촌중학교,중학교,1983-04-26,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.5063251,127.0146997,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008385,남성중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.47900822,126.972489,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008256,방산중학교,중학교,1991-05-06,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50937287,127.1218756,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008269,세륜중학교,중학교,1992-04-22,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50893314,127.1312464,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008365,봉은중학교,중학교,1986-04-29,공립,본교,운영,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.51897667,127.0623894,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008184,선유중학교,중학교,1985-05-04,공립,본교,운영,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.53328647,126.894329,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008167,구로중학교,중학교,1978-01-05,공립,본교,운영,서울특별시 구로구 구로동 90,서울특별시 구로구 구로중앙로 48,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.49485972,126.8910999,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008338,덕원중학교,중학교,1978-04-29,사립,본교,운영,서울특별시 강서구 내발산동 산58,서울특별시 강서구 강서로45길 91-44,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.54862258,126.8290245,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008441,북악중학교,중학교,1984-04-27,공립,본교,운영,서울특별시 성북구 정릉동 640-3,서울특별시 성북구 정릉로12길 41,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.60700905,127.0016095,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008221,을지중학교,중학교,2004-03-01,공립,본교,운영,서울특별시 노원구 중계동 360-19,서울특별시 노원구 덕릉로 580,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64978791,127.0717084,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008108,신현중학교,중학교,1996-01-15,공립,본교,운영,서울특별시 중랑구 상봉동 483,서울특별시 중랑구 봉화산로 162,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.604413,127.0915328,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008263,잠실중학교,중학교,1980-05-06,공립,본교,운영,서울특별시 송파구 신천동 7-1,서울특별시 송파구 올림픽로35길 130,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.51781757,127.0986662,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008403,난우중학교,중학교,1984-04-23,공립,본교,운영,서울특별시 관악구 신림동 652-156,서울특별시 관악구 난곡로16길 32,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.46680396,126.9228283,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008200,창일중학교,중학교,1991-10-02,공립,본교,운영,서울특별시 도봉구 창동 369,서울특별시 도봉구 노해로66길 60,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.64898751,127.0469136,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008169,영서중학교,중학교,1980-03-03,공립,본교,운영,서울특별시 구로구 구로동 145-20,서울특별시 구로구 도림로20길 35,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.48911393,126.8956154,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008405,남서울중학교,중학교,1964-11-12,공립,본교,운영,서울특별시 관악구 신림동 1690-3,서울특별시 관악구 남부순환로172길 97,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.48213625,126.9210371,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008369,역삼중학교,중학교,1984-04-06,공립,본교,운영,서울특별시 강남구 역삼동 767-20,서울특별시 강남구 도곡로43길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.49593388,127.048844,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008268,가락중학교,중학교,1986-05-06,공립,본교,운영,서울특별시 송파구 송파동 168,서울특별시 송파구 송이로 45,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50248553,127.1187527,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008436,월곡중학교,중학교,1986-05-14,공립,본교,운영,서울특별시 성북구 상월곡동 35-1,서울특별시 성북구 장월로 6,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.60698163,127.0482588,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008283,천일중학교,중학교,1994-05-06,공립,본교,운영,서울특별시 강동구 천호동 313-5,서울특별시 강동구 천중로 57,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.54590987,127.1276362,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008412,성수중학교,중학교,1967-10-27,공립,본교,운영,서울특별시 성동구 성수동1가 685-143,서울특별시 성동구 서울숲길 18,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2024-07-09,37.54734181,127.0382534,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008230,서울대학교사범대학부설여자중학교,중학교,1969-03-03,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.5775997,127.0042955,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008217,월계중학교,중학교,1981-04-22,공립,본교,운영,서울특별시 노원구 월계동 602-1,서울특별시 노원구 월계로45가길 54,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2024-07-09,37.63113114,127.0523203,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008274,아주중학교,중학교,1987-05-01,공립,본교,운영,서울특별시 송파구 잠실동 115,서울특별시 송파구 올림픽로4길 69,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2024-07-09,37.50523028,127.0765497,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008445,홍익대학교사범대학부속중학교,중학교,1954-04-12,사립,본교,운영,서울특별시 성북구 성북동 151,서울특별시 성북구 성북로14가길 23,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.59366662,127.002805,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008452,강북중학교,중학교,1980-12-27,공립,본교,운영,서울특별시 강북구 수유동 694,서울특별시 강북구 한천로150길 67,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.6449159,127.0253734,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008180,영원중학교,중학교,1950-06-07,공립,본교,운영,서울특별시 영등포구 영등포동 576-6,서울특별시 영등포구 영등포로62길 31,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.51497419,126.9136469,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008393,중앙대학교사범대학부속중학교,중학교,1934-04-15,사립,본교,운영,서울특별시 동작구 흑석동 86,서울특별시 동작구 서달로 124,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.50362942,126.9617326,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008307,신월중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신월동 17-6,서울특별시 양천구 남부순환로29길 25,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2024-07-09,37.54046194,126.828389,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008094,경희중학교,중학교,1960-04-15,사립,본교,운영,서울특별시 동대문구 이문동 1-3,서울특별시 동대문구 경희대로 26,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.59394914,127.054891,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008396,구암중학교,중학교,2004-06-07,공립,본교,운영,서울특별시 관악구 봉천동 1712-5,서울특별시 관악구 성현로 53,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2024-07-09,37.492775,126.948602,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008349,서초중학교,중학교,1979-08-30,공립,본교,운영,서울특별시 서초구 서초동 1741-13,서울특별시 서초구 반포대로13길 48,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.48553868,127.0085193,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008149,신수중학교,중학교,1987-05-04,공립,본교,운영,서울특별시 마포구 신수동 371-1,서울특별시 마포구 신수로 49,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2024-07-09,37.545923,126.934132,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008364,언주중학교,중학교,1980-05-01,공립,본교,운영,서울특별시 강남구 삼성동 28,서울특별시 강남구 선릉로116길 57,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.51465316,127.0466832,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008448,한성여자중학교,중학교,1945-10-05,사립,본교,운영,서울특별시 성북구 삼선동2가 395-4,서울특별시 성북구 삼선교로16길 118,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2024-07-09,37.5830649,127.0117427,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008166,오류중학교,중학교,1976-04-06,공립,본교,운영,서울특별시 구로구 고척동 243,서울특별시 구로구 고척로27바길 19,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.50786222,126.8462113,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008105,원묵중학교,중학교,1996-10-22,공립,본교,운영,서울특별시 중랑구 묵동 12,서울특별시 중랑구 신내로23길 57,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2024-07-09,37.617772,127.0843728,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008161,경인중학교,중학교,1969-11-11,공립,본교,운영,서울특별시 구로구 개봉동 143-4,서울특별시 구로구 경인로 301,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2024-07-09,37.49846566,126.8536725,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008235,덕성여자중학교,중학교,1946-10-01,사립,본교,운영,서울특별시 종로구 송현동 34,서울특별시 종로구 율곡로3길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2024-07-09,37.57778598,126.981924,2024-09-20,B555223,재단법인한국지방교육행정연구재단
B000008341,이수중학교,중학교,1982-09-21,공립,본교,운영,서울특별시 서초구 방배동 974-22,서울특별시 서초구 방배중앙로3길 32,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-07-09,37.48063003,126.9898591,2024-09-20,B555223,재단법인한국지방교육행정연구재단
